q,s,sigma,z,delta_b,delta_a
8,93.2653,0.658621,-1,nan,nan
8,93.2653,0.658621,0,nan,nan
8,93.2653,0.658621,1,nan,nan
8,93.2653,0.689655,-1,-nan,-nan
8,93.2653,0.689655,0,-nan,-nan
8,93.2653,0.689655,1,-nan,-nan
8,93.2653,0.72069,-1,nan,nan
8,93.2653,0.72069,0,nan,nan
8,93.2653,0.72069,1,nan,nan
8,93.2653,0.751724,-1,-nan,-nan
8,93.2653,0.751724,0,-nan,-nan
8,93.2653,0.751724,1,-nan,-nan
8,93.2653,0.782759,-1,nan,nan
8,93.2653,0.782759,0,nan,nan
8,93.2653,0.782759,1,nan,nan
8,93.2653,0.813793,-1,-nan,-nan
8,93.2653,0.813793,0,-nan,-nan
8,93.2653,0.813793,1,-nan,-nan
8,93.2653,0.844828,-1,nan,nan
8,93.2653,0.844828,0,nan,nan
8,93.2653,0.844828,1,nan,nan
8,93.2653,0.875862,-1,-nan,-nan
8,93.2653,0.875862,0,-nan,-nan
8,93.2653,0.875862,1,-nan,-nan
8,93.2653,0.906897,-1,nan,nan
8,93.2653,0.906897,0,nan,nan
8,93.2653,0.906897,1,nan,nan
8,93.2653,0.937931,-1,-nan,-nan
8,93.2653,0.937931,0,-nan,-nan
8,93.2653,0.937931,1,-nan,-nan
8,93.2653,0.968966,-1,nan,nan
8,93.2653,0.968966,0,nan,nan
8,93.2653,0.968966,1,nan,nan
8,93.2653,1,-1,1.08951,0.201265
8,93.2653,1,0,1.08951,0.201265
8,93.2653,1,1,1.08951,0.201265
8,93.6735,0.1,-1,1.09145,0.199321
8,93.6735,0.1,0,1.09145,0.199321
8,93.6735,0.1,1,1.09145,0.199321
8,93.6735,0.131034,-1,nan,nan
8,93.6735,0.131034,0,nan,nan
8,93.6735,0.131034,1,nan,nan
8,93.6735,0.162069,-1,-nan,-nan
8,93.6735,0.162069,0,-nan,-nan
8,93.6735,0.162069,1,-nan,-nan
8,93.6735,0.193103,-1,nan,nan
8,93.6735,0.193103,0,nan,nan
8,93.6735,0.193103,1,nan,nan
8,93.6735,0.224138,-1,-nan,-nan
8,93.6735,0.224138,0,-nan,-nan
8,93.6735,0.224138,1,-nan,-nan
8,93.6735,0.255172,-1,nan,nan
8,93.6735,0.255172,0,nan,nan
8,93.6735,0.255172,1,nan,nan
8,93.6735,0.286207,-1,-nan,-nan
8,93.6735,0.286207,0,-nan,-nan
8,93.6735,0.286207,1,-nan,-nan
8,93.6735,0.317241,-1,nan,nan
8,93.6735,0.317241,0,nan,nan
8,93.6735,0.317241,1,nan,nan
8,93.6735,0.348276,-1,-nan,-nan
8,93.6735,0.348276,0,-nan,-nan
8,93.6735,0.348276,1,-nan,-nan
8,93.6735,0.37931,-1,nan,nan
8,93.6735,0.37931,0,nan,nan
8,93.6735,0.37931,1,nan,nan
8,93.6735,0.410345,-1,-nan,-nan
8,93.6735,0.410345,0,-nan,-nan
8,93.6735,0.410345,1,-nan,-nan
8,93.6735,0.441379,-1,nan,nan
8,93.6735,0.441379,0,nan,nan
8,93.6735,0.441379,1,nan,nan
8,93.6735,0.472414,-1,-nan,-nan
8,93.6735,0.472414,0,-nan,-nan
8,93.6735,0.472414,1,-nan,-nan
8,93.6735,0.503448,-1,nan,nan
8,93.6735,0.503448,0,nan,nan
8,93.6735,0.503448,1,nan,nan
8,93.6735,0.534483,-1,-nan,-nan
8,93.6735,0.534483,0,-nan,-nan
8,93.6735,0.534483,1,-nan,-nan
8,93.6735,0.565517,-1,nan,nan
8,93.6735,0.565517,0,nan,nan
8,93.6735,0.565517,1,nan,nan
8,93.6735,0.596552,-1,-nan,-nan
8,93.6735,0.596552,0,-nan,-nan
8,93.6735,0.596552,1,-nan,-nan
8,93.6735,0.627586,-1,nan,nan
8,93.6735,0.627586,0,nan,nan
8,93.6735,0.627586,1,nan,nan
8,93.6735,0.658621,-1,-nan,-nan
8,93.6735,0.658621,0,-nan,-nan
8,93.6735,0.658621,1,-nan,-nan
8,93.6735,0.689655,-1,nan,nan
8,93.6735,0.689655,0,nan,nan
8,93.6735,0.689655,1,nan,nan
8,93.6735,0.72069,-1,-nan,-nan
8,93.6735,0.72069,0,-nan,-nan
8,93.6735,0.72069,1,-nan,-nan
8,93.6735,0.751724,-1,nan,nan
8,93.6735,0.751724,0,nan,nan
8,93.6735,0.751724,1,nan,nan
8,93.6735,0.782759,-1,-nan,-nan
8,93.6735,0.782759,0,-nan,-nan
8,93.6735,0.782759,1,-nan,-nan
8,93.6735,0.813793,-1,nan,nan
8,93.6735,0.813793,0,nan,nan
8,93.6735,0.813793,1,nan,nan
8,93.6735,0.844828,-1,-nan,-nan
8,93.6735,0.844828,0,-nan,-nan
8,93.6735,0.844828,1,-nan,-nan
8,93.6735,0.875862,-1,nan,nan
8,93.6735,0.875862,0,nan,nan
8,93.6735,0.875862,1,nan,nan
8,93.6735,0.906897,-1,-nan,-nan
8,93.6735,0.906897,0,-nan,-nan
8,93.6735,0.906897,1,-nan,-nan
8,93.6735,0.937931,-1,nan,nan
8,93.6735,0.937931,0,nan,nan
8,93.6735,0.937931,1,nan,nan
8,93.6735,0.968966,-1,-nan,-nan
8,93.6735,0.968966,0,-nan,-nan
8,93.6735,0.968966,1,-nan,-nan
8,93.6735,1,-1,1.09145,0.199321
8,93.6735,1,0,1.09145,0.199321
8,93.6735,1,1,1.09145,0.199321
8,94.0816,0.1,-1,1.09339,0.197377
8,94.0816,0.1,0,1.09339,0.197377
8,94.0816,0.1,1,1.09339,0.197377
8,94.0816,0.131034,-1,-nan,-nan
8,94.0816,0.131034,0,-nan,-nan
8,94.0816,0.131034,1,-nan,-nan
8,94.0816,0.162069,-1,nan,nan
8,94.0816,0.162069,0,nan,nan
8,94.0816,0.162069,1,nan,nan
8,94.0816,0.193103,-1,-nan,-nan
8,94.0816,0.193103,0,-nan,-nan
8,94.0816,0.193103,1,-nan,-nan
8,94.0816,0.224138,-1,nan,nan
8,94.0816,0.224138,0,nan,nan
8,94.0816,0.224138,1,nan,nan
8,94.0816,0.255172,-1,-nan,-nan
8,94.0816,0.255172,0,-nan,-nan
8,94.0816,0.255172,1,-nan,-nan
8,94.0816,0.286207,-1,nan,nan
8,94.0816,0.286207,0,nan,nan
8,94.0816,0.286207,1,nan,nan
8,94.0816,0.317241,-1,-nan,-nan
8,94.0816,0.317241,0,-nan,-nan
8,94.0816,0.317241,1,-nan,-nan
8,94.0816,0.348276,-1,nan,nan
8,94.0816,0.348276,0,nan,nan
8,94.0816,0.348276,1,nan,nan
8,94.0816,0.37931,-1,-nan,-nan
8,94.0816,0.37931,0,-nan,-nan
8,94.0816,0.37931,1,-nan,-nan
8,94.0816,0.410345,-1,nan,nan
8,94.0816,0.410345,0,nan,nan
8,94.0816,0.410345,1,nan,nan
8,94.0816,0.441379,-1,-nan,-nan
8,94.0816,0.441379,0,-nan,-nan
8,94.0816,0.441379,1,-nan,-nan
8,94.0816,0.472414,-1,nan,nan
8,94.0816,0.472414,0,nan,nan
8,94.0816,0.472414,1,nan,nan
8,94.0816,0.503448,-1,-nan,-nan
8,94.0816,0.503448,0,-nan,-nan
8,94.0816,0.503448,1,-nan,-nan
8,94.0816,0.534483,-1,nan,nan
8,94.0816,0.534483,0,nan,nan
8,94.0816,0.534483,1,nan,nan
8,94.0816,0.565517,-1,-nan,-nan
8,94.0816,0.565517,0,-nan,-nan
8,94.0816,0.565517,1,-nan,-nan
8,94.0816,0.596552,-1,nan,nan
8,94.0816,0.596552,0,nan,nan
8,94.0816,0.596552,1,nan,nan
8,94.0816,0.627586,-1,-nan,-nan
8,94.0816,0.627586,0,-nan,-nan
8,94.0816,0.627586,1,-nan,-nan
8,94.0816,0.658621,-1,nan,nan
8,94.0816,0.658621,0,nan,nan
8,94.0816,0.658621,1,nan,nan
8,94.0816,0.689655,-1,-nan,-nan
8,94.0816,0.689655,0,-nan,-nan
8,94.0816,0.689655,1,-nan,-nan
8,94.0816,0.72069,-1,nan,nan
8,94.0816,0.72069,0,nan,nan
8,94.0816,0.72069,1,nan,nan
8,94.0816,0.751724,-1,-nan,-nan
8,94.0816,0.751724,0,-nan,-nan
8,94.0816,0.751724,1,-nan,-nan
8,94.0816,0.782759,-1,nan,nan
8,94.0816,0.782759,0,nan,nan
8,94.0816,0.782759,1,nan,nan
8,94.0816,0.813793,-1,-nan,-nan
8,94.0816,0.813793,0,-nan,-nan
8,94.0816,0.813793,1,-nan,-nan
8,94.0816,0.844828,-1,nan,nan
8,94.0816,0.844828,0,nan,nan
8,94.0816,0.844828,1,nan,nan
8,94.0816,0.875862,-1,-nan,-nan
8,94.0816,0.875862,0,-nan,-nan
8,94.0816,0.875862,1,-nan,-nan
8,94.0816,0.906897,-1,nan,nan
8,94.0816,0.906897,0,nan,nan
8,94.0816,0.906897,1,nan,nan
8,94.0816,0.937931,-1,-nan,-nan
8,94.0816,0.937931,0,-nan,-nan
8,94.0816,0.937931,1,-nan,-nan
8,94.0816,0.968966,-1,nan,nan
8,94.0816,0.968966,0,nan,nan
8,94.0816,0.968966,1,nan,nan
8,94.0816,1,-1,1.09339,0.197377
8,94.0816,1,0,1.09339,0.197377
8,94.0816,1,1,1.09339,0.197377
8,94.4898,0.1,-1,1.09534,0.195434
8,94.4898,0.1,0,1.09534,0.195434
8,94.4898,0.1,1,1.09534,0.195434
8,94.4898,0.131034,-1,nan,nan
8,94.4898,0.131034,0,nan,nan
8,94.4898,0.131034,1,nan,nan
8,94.4898,0.162069,-1,-nan,-nan
8,94.4898,0.162069,0,-nan,-nan
8,94.4898,0.162069,1,-nan,-nan
8,94.4898,0.193103,-1,nan,nan
8,94.4898,0.193103,0,nan,nan
8,94.4898,0.193103,1,nan,nan
8,94.4898,0.224138,-1,-nan,-nan
8,94.4898,0.224138,0,-nan,-nan
8,94.4898,0.224138,1,-nan,-nan
8,94.4898,0.255172,-1,nan,nan
8,94.4898,0.255172,0,nan,nan
8,94.4898,0.255172,1,nan,nan
8,94.4898,0.286207,-1,-nan,-nan
8,94.4898,0.286207,0,-nan,-nan
8,94.4898,0.286207,1,-nan,-nan
8,94.4898,0.317241,-1,nan,nan
8,94.4898,0.317241,0,nan,nan
8,94.4898,0.317241,1,nan,nan
8,94.4898,0.348276,-1,-nan,-nan
8,94.4898,0.348276,0,-nan,-nan
8,94.4898,0.348276,1,-nan,-nan
8,94.4898,0.37931,-1,nan,nan
8,94.4898,0.37931,0,nan,nan
8,94.4898,0.37931,1,nan,nan
8,94.4898,0.410345,-1,-nan,-nan
8,94.4898,0.410345,0,-nan,-nan
8,94.4898,0.410345,1,-nan,-nan
8,94.4898,0.441379,-1,nan,nan
8,94.4898,0.441379,0,nan,nan
8,94.4898,0.441379,1,nan,nan
8,94.4898,0.472414,-1,-nan,-nan
8,94.4898,0.472414,0,-nan,-nan
8,94.4898,0.472414,1,-nan,-nan
8,94.4898,0.503448,-1,nan,nan
8,94.4898,0.503448,0,nan,nan
8,94.4898,0.503448,1,nan,nan
8,94.4898,0.534483,-1,-nan,-nan
8,94.4898,0.534483,0,-nan,-nan
8,94.4898,0.534483,1,-nan,-nan
8,94.4898,0.565517,-1,nan,nan
8,94.4898,0.565517,0,nan,nan
8,94.4898,0.565517,1,nan,nan
8,94.4898,0.596552,-1,-nan,-nan
8,94.4898,0.596552,0,-nan,-nan
8,94.4898,0.596552,1,-nan,-nan
8,94.4898,0.627586,-1,nan,nan
8,94.4898,0.627586,0,nan,nan
8,94.4898,0.627586,1,nan,nan
8,94.4898,0.658621,-1,-nan,-nan
8,94.4898,0.658621,0,-nan,-nan
8,94.4898,0.658621,1,-nan,-nan
8,94.4898,0.689655,-1,nan,nan
8,94.4898,0.689655,0,nan,nan
8,94.4898,0.689655,1,nan,nan
8,94.4898,0.72069,-1,-nan,-nan
8,94.4898,0.72069,0,-nan,-nan
8,94.4898,0.72069,1,-nan,-nan
8,94.4898,0.751724,-1,nan,nan
8,94.4898,0.751724,0,nan,nan
8,94.4898,0.751724,1,nan,nan
8,94.4898,0.782759,-1,-nan,-nan
8,94.4898,0.782759,0,-nan,-nan
8,94.4898,0.782759,1,-nan,-nan
8,94.4898,0.813793,-1,nan,nan
8,94.4898,0.813793,0,nan,nan
8,94.4898,0.813793,1,nan,nan
8,94.4898,0.844828,-1,-nan,-nan
8,94.4898,0.844828,0,-nan,-nan
8,94.4898,0.844828,1,-nan,-nan
8,94.4898,0.875862,-1,nan,nan
8,94.4898,0.875862,0,nan,nan
8,94.4898,0.875862,1,nan,nan
8,94.4898,0.906897,-1,-nan,-nan
8,94.4898,0.906897,0,-nan,-nan
8,94.4898,0.906897,1,-nan,-nan
8,94.4898,0.937931,-1,nan,nan
8,94.4898,0.937931,0,nan,nan
8,94.4898,0.937931,1,nan,nan
8,94.4898,0.968966,-1,-nan,-nan
8,94.4898,0.968966,0,-nan,-nan
8,94.4898,0.968966,1,-nan,-nan
8,94.4898,1,-1,1.09534,0.195434
8,94.4898,1,0,1.09534,0.195434
8,94.4898,1,1,1.09534,0.195434
8,94.898,0.1,-1,1.09728,0.19349
8,94.898,0.1,0,1.09728,0.19349
8,94.898,0.1,1,1.09728,0.19349
8,94.898,0.131034,-1,-nan,-nan
8,94.898,0.131034,0,-nan,-nan
8,94.898,0.131034,1,-nan,-nan
8,94.898,0.162069,-1,nan,nan
8,94.898,0.162069,0,nan,nan
8,94.898,0.162069,1,nan,nan
8,94.898,0.193103,-1,-nan,-nan
8,94.898,0.193103,0,-nan,-nan
8,94.898,0.193103,1,-nan,-nan
8,94.898,0.224138,-1,nan,nan
8,94.898,0.224138,0,nan,nan
8,94.898,0.224138,1,nan,nan
8,94.898,0.255172,-1,-nan,-nan
8,94.898,0.255172,0,-nan,-nan
8,94.898,0.255172,1,-nan,-nan
8,94.898,0.286207,-1,nan,nan
8,94.898,0.286207,0,nan,nan
8,94.898,0.286207,1,nan,nan
8,94.898,0.317241,-1,-nan,-nan
8,94.898,0.317241,0,-nan,-nan
8,94.898,0.317241,1,-nan,-nan
8,94.898,0.348276,-1,nan,nan
8,94.898,0.348276,0,nan,nan
8,94.898,0.348276,1,nan,nan
8,94.898,0.37931,-1,-nan,-nan
8,94.898,0.37931,0,-nan,-nan
8,94.898,0.37931,1,-nan,-nan
8,94.898,0.410345,-1,nan,nan
8,94.898,0.410345,0,nan,nan
8,94.898,0.410345,1,nan,nan
8,94.898,0.441379,-1,-nan,-nan
8,94.898,0.441379,0,-nan,-nan
8,94.898,0.441379,1,-nan,-nan
8,94.898,0.472414,-1,nan,nan
8,94.898,0.472414,0,nan,nan
8,94.898,0.472414,1,nan,nan
8,94.898,0.503448,-1,-nan,-nan
8,94.898,0.503448,0,-nan,-nan
8,94.898,0.503448,1,-nan,-nan
8,94.898,0.534483,-1,nan,nan
8,94.898,0.534483,0,nan,nan
8,94.898,0.534483,1,nan,nan
8,94.898,0.565517,-1,-nan,-nan
8,94.898,0.565517,0,-nan,-nan
8,94.898,0.565517,1,-nan,-nan
8,94.898,0.596552,-1,nan,nan
8,94.898,0.596552,0,nan,nan
8,94.898,0.596552,1,nan,nan
8,94.898,0.627586,-1,-nan,-nan
8,94.898,0.627586,0,-nan,-nan
8,94.898,0.627586,1,-nan,-nan
8,94.898,0.658621,-1,nan,nan
8,94.898,0.658621,0,nan,nan
8,94.898,0.658621,1,nan,nan
8,94.898,0.689655,-1,-nan,-nan
8,94.898,0.689655,0,-nan,-nan
8,94.898,0.689655,1,-nan,-nan
8,94.898,0.72069,-1,nan,nan
8,94.898,0.72069,0,nan,nan
8,94.898,0.72069,1,nan,nan
8,94.898,0.751724,-1,-nan,-nan
8,94.898,0.751724,0,-nan,-nan
8,94.898,0.751724,1,-nan,-nan
8,94.898,0.782759,-1,nan,nan
8,94.898,0.782759,0,nan,nan
8,94.898,0.782759,1,nan,nan
8,94.898,0.813793,-1,-nan,-nan
8,94.898,0.813793,0,-nan,-nan
8,94.898,0.813793,1,-nan,-nan
8,94.898,0.844828,-1,nan,nan
8,94.898,0.844828,0,nan,nan
8,94.898,0.844828,1,nan,nan
8,94.898,0.875862,-1,-nan,-nan
8,94.898,0.875862,0,-nan,-nan
8,94.898,0.875862,1,-nan,-nan
8,94.898,0.906897,-1,nan,nan
8,94.898,0.906897,0,nan,nan
8,94.898,0.906897,1,nan,nan
8,94.898,0.937931,-1,-nan,-nan
8,94.898,0.937931,0,-nan,-nan
8,94.898,0.937931,1,-nan,-nan
8,94.898,0.968966,-1,nan,nan
8,94.898,0.968966,0,nan,nan
8,94.898,0.968966,1,nan,nan
8,94.898,1,-1,1.09728,0.19349
8,94.898,1,0,1.09728,0.19349
8,94.898,1,1,1.09728,0.19349
8,95.3061,0.1,-1,1.09922,0.191547
8,95.3061,0.1,0,1.09922,0.191547
8,95.3061,0.1,1,1.09922,0.191547
8,95.3061,0.131034,-1,nan,nan
8,95.3061,0.131034,0,nan,nan
8,95.3061,0.131034,1,nan,nan
8,95.3061,0.162069,-1,-nan,-nan
8,95.3061,0.162069,0,-nan,-nan
8,95.3061,0.162069,1,-nan,-nan
8,95.3061,0.193103,-1,nan,nan
8,95.3061,0.193103,0,nan,nan
8,95.3061,0.193103,1,nan,nan
8,95.3061,0.224138,-1,-nan,-nan
8,95.3061,0.224138,0,-nan,-nan
8,95.3061,0.224138,1,-nan,-nan
8,95.3061,0.255172,-1,nan,nan
8,95.3061,0.255172,0,nan,nan
8,95.3061,0.255172,1,nan,nan
8,95.3061,0.286207,-1,-nan,-nan
8,95.3061,0.286207,0,-nan,-nan
8,95.3061,0.286207,1,-nan,-nan
8,95.3061,0.317241,-1,nan,nan
8,95.3061,0.317241,0,nan,nan
8,95.3061,0.317241,1,nan,nan
8,95.3061,0.348276,-1,-nan,-nan
8,95.3061,0.348276,0,-nan,-nan
8,95.3061,0.348276,1,-nan,-nan
8,95.3061,0.37931,-1,nan,nan
8,95.3061,0.37931,0,nan,nan
8,95.3061,0.37931,1,nan,nan
8,95.3061,0.410345,-1,-nan,-nan
8,95.3061,0.410345,0,-nan,-nan
8,95.3061,0.410345,1,-nan,-nan
8,95.3061,0.441379,-1,nan,nan
8,95.3061,0.441379,0,nan,nan
8,95.3061,0.441379,1,nan,nan
8,95.3061,0.472414,-1,-nan,-nan
8,95.3061,0.472414,0,-nan,-nan
8,95.3061,0.472414,1,-nan,-nan
8,95.3061,0.503448,-1,nan,nan
8,95.3061,0.503448,0,nan,nan
8,95.3061,0.503448,1,nan,nan
8,95.3061,0.534483,-1,-nan,-nan
8,95.3061,0.534483,0,-nan,-nan
8,95.3061,0.534483,1,-nan,-nan
8,95.3061,0.565517,-1,nan,nan
8,95.3061,0.565517,0,nan,nan
8,95.3061,0.565517,1,nan,nan
8,95.3061,0.596552,-1,-nan,-nan
8,95.3061,0.596552,0,-nan,-nan
8,95.3061,0.596552,1,-nan,-nan
8,95.3061,0.627586,-1,nan,nan
8,95.3061,0.627586,0,nan,nan
8,95.3061,0.627586,1,nan,nan
8,95.3061,0.658621,-1,-nan,-nan
8,95.3061,0.658621,0,-nan,-nan
8,95.3061,0.658621,1,-nan,-nan
8,95.3061,0.689655,-1,nan,nan
8,95.3061,0.689655,0,nan,nan
8,95.3061,0.689655,1,nan,nan
8,95.3061,0.72069,-1,-nan,-nan
8,95.3061,0.72069,0,-nan,-nan
8,95.3061,0.72069,1,-nan,-nan
8,95.3061,0.751724,-1,nan,nan
8,95.3061,0.751724,0,nan,nan
8,95.3061,0.751724,1,nan,nan
8,95.3061,0.782759,-1,-nan,-nan
8,95.3061,0.782759,0,-nan,-nan
8,95.3061,0.782759,1,-nan,-nan
8,95.3061,0.813793,-1,nan,nan
8,95.3061,0.813793,0,nan,nan
8,95.3061,0.813793,1,nan,nan
8,95.3061,0.844828,-1,-nan,-nan
8,95.3061,0.844828,0,-nan,-nan
8,95.3061,0.844828,1,-nan,-nan
8,95.3061,0.875862,-1,nan,nan
8,95.3061,0.875862,0,nan,nan
8,95.3061,0.875862,1,nan,nan
8,95.3061,0.906897,-1,-nan,-nan
8,95.3061,0.906897,0,-nan,-nan
8,95.3061,0.906897,1,-nan,-nan
8,95.3061,0.937931,-1,nan,nan
8,95.3061,0.937931,0,nan,nan
8,95.3061,0.937931,1,nan,nan
8,95.3061,0.968966,-1,-nan,-nan
8,95.3061,0.968966,0,-nan,-nan
8,95.3061,0.968966,1,-nan,-nan
8,95.3061,1,-1,1.09922,0.191547
8,95.3061,1,0,1.09922,0.191547
8,95.3061,1,1,1.09922,0.191547
8,95.7143,0.1,-1,1.10117,0.189603
8,95.7143,0.1,0,1.10117,0.189603
8,95.7143,0.1,1,1.10117,0.189603
8,95.7143,0.131034,-1,-nan,-nan
8,95.7143,0.131034,0,-nan,-nan
8,95.7143,0.131034,1,-nan,-nan
8,95.7143,0.162069,-1,nan,nan
8,95.7143,0.162069,0,nan,nan
8,95.7143,0.162069,1,nan,nan
8,95.7143,0.193103,-1,-nan,-nan
8,95.7143,0.193103,0,-nan,-nan
8,95.7143,0.193103,1,-nan,-nan
8,95.7143,0.224138,-1,nan,nan
8,95.7143,0.224138,0,nan,nan
8,95.7143,0.224138,1,nan,nan
8,95.7143,0.255172,-1,-nan,-nan
8,95.7143,0.255172,0,-nan,-nan
8,95.7143,0.255172,1,-nan,-nan
8,95.7143,0.286207,-1,nan,nan
8,95.7143,0.286207,0,nan,nan
8,95.7143,0.286207,1,nan,nan
8,95.7143,0.317241,-1,-nan,-nan
8,95.7143,0.317241,0,-nan,-nan
8,95.7143,0.317241,1,-nan,-nan
8,95.7143,0.348276,-1,nan,nan
8,95.7143,0.348276,0,nan,nan
8,95.7143,0.348276,1,nan,nan
8,95.7143,0.37931,-1,-nan,-nan
8,95.7143,0.37931,0,-nan,-nan
8,95.7143,0.37931,1,-nan,-nan
8,95.7143,0.410345,-1,nan,nan
8,95.7143,0.410345,0,nan,nan
8,95.7143,0.410345,1,nan,nan
8,95.7143,0.441379,-1,-nan,-nan
8,95.7143,0.441379,0,-nan,-nan
8,95.7143,0.441379,1,-nan,-nan
8,95.7143,0.472414,-1,nan,nan
8,95.7143,0.472414,0,nan,nan
8,95.7143,0.472414,1,nan,nan
8,95.7143,0.503448,-1,-nan,-nan
8,95.7143,0.503448,0,-nan,-nan
8,95.7143,0.503448,1,-nan,-nan
8,95.7143,0.534483,-1,nan,nan
8,95.7143,0.534483,0,nan,nan
8,95.7143,0.534483,1,nan,nan
8,95.7143,0.565517,-1,-nan,-nan
8,95.7143,0.565517,0,-nan,-nan
8,95.7143,0.565517,1,-nan,-nan
8,95.7143,0.596552,-1,nan,nan
8,95.7143,0.596552,0,nan,nan
8,95.7143,0.596552,1,nan,nan
8,95.7143,0.627586,-1,-nan,-nan
8,95.7143,0.627586,0,-nan,-nan
8,95.7143,0.627586,1,-nan,-nan
8,95.7143,0.658621,-1,nan,nan
8,95.7143,0.658621,0,nan,nan
8,95.7143,0.658621,1,nan,nan
8,95.7143,0.689655,-1,-nan,-nan
8,95.7143,0.689655,0,-nan,-nan
8,95.7143,0.689655,1,-nan,-nan
8,95.7143,0.72069,-1,nan,nan
8,95.7143,0.72069,0,nan,nan
8,95.7143,0.72069,1,nan,nan
8,95.7143,0.751724,-1,-nan,-nan
8,95.7143,0.751724,0,-nan,-nan
8,95.7143,0.751724,1,-nan,-nan
8,95.7143,0.782759,-1,nan,nan
8,95.7143,0.782759,0,nan,nan
8,95.7143,0.782759,1,nan,nan
8,95.7143,0.813793,-1,-nan,-nan
8,95.7143,0.813793,0,-nan,-nan
8,95.7143,0.813793,1,-nan,-nan
8,95.7143,0.844828,-1,nan,nan
8,95.7143,0.844828,0,nan,nan
8,95.7143,0.844828,1,nan,nan
8,95.7143,0.875862,-1,-nan,-nan
8,95.7143,0.875862,0,-nan,-nan
8,95.7143,0.875862,1,-nan,-nan
8,95.7143,0.906897,-1,nan,nan
8,95.7143,0.906897,0,nan,nan
8,95.7143,0.906897,1,nan,nan
8,95.7143,0.937931,-1,-nan,-nan
8,95.7143,0.937931,0,-nan,-nan
8,95.7143,0.937931,1,-nan,-nan
8,95.7143,0.968966,-1,nan,nan
8,95.7143,0.968966,0,nan,nan
8,95.7143,0.968966,1,nan,nan
8,95.7143,1,-1,1.10117,0.189603
8,95.7143,1,0,1.10117,0.189603
8,95.7143,1,1,1.10117,0.189603
8,96.1224,0.1,-1,1.10311,0.187659
8,96.1224,0.1,0,1.10311,0.187659
8,96.1224,0.1,1,1.10311,0.187659
8,96.1224,0.131034,-1,nan,nan
8,96.1224,0.131034,0,nan,nan
8,96.1224,0.131034,1,nan,nan
8,96.1224,0.162069,-1,-nan,-nan
8,96.1224,0.162069,0,-nan,-nan
8,96.1224,0.162069,1,-nan,-nan
8,96.1224,0.193103,-1,nan,nan
8,96.1224,0.193103,0,nan,nan
8,96.1224,0.193103,1,nan,nan
8,96.1224,0.224138,-1,-nan,-nan
8,96.1224,0.224138,0,-nan,-nan
8,96.1224,0.224138,1,-nan,-nan
8,96.1224,0.255172,-1,nan,nan
8,96.1224,0.255172,0,nan,nan
8,96.1224,0.255172,1,nan,nan
8,96.1224,0.286207,-1,-nan,-nan
8,96.1224,0.286207,0,-nan,-nan
8,96.1224,0.286207,1,-nan,-nan
8,96.1224,0.317241,-1,nan,nan
8,96.1224,0.317241,0,nan,nan
8,96.1224,0.317241,1,nan,nan
8,96.1224,0.348276,-1,-nan,-nan
8,96.1224,0.348276,0,-nan,-nan
8,96.1224,0.348276,1,-nan,-nan
8,96.1224,0.37931,-1,nan,nan
8,96.1224,0.37931,0,nan,nan
8,96.1224,0.37931,1,nan,nan
8,96.1224,0.410345,-1,-nan,-nan
8,96.1224,0.410345,0,-nan,-nan
8,96.1224,0.410345,1,-nan,-nan
8,96.1224,0.441379,-1,nan,nan
8,96.1224,0.441379,0,nan,nan
8,96.1224,0.441379,1,nan,nan
8,96.1224,0.472414,-1,-nan,-nan
8,96.1224,0.472414,0,-nan,-nan
8,96.1224,0.472414,1,-nan,-nan
8,96.1224,0.503448,-1,nan,nan
8,96.1224,0.503448,0,nan,nan
8,96.1224,0.503448,1,nan,nan
8,96.1224,0.534483,-1,-nan,-nan
8,96.1224,0.534483,0,-nan,-nan
8,96.1224,0.534483,1,-nan,-nan
8,96.1224,0.565517,-1,nan,nan
8,96.1224,0.565517,0,nan,nan
8,96.1224,0.565517,1,nan,nan
8,96.1224,0.596552,-1,-nan,-nan
8,96.1224,0.596552,0,-nan,-nan
8,96.1224,0.596552,1,-nan,-nan
8,96.1224,0.627586,-1,nan,nan
8,96.1224,0.627586,0,nan,nan
8,96.1224,0.627586,1,nan,nan
8,96.1224,0.658621,-1,-nan,-nan
8,96.1224,0.658621,0,-nan,-nan
8,96.1224,0.658621,1,-nan,-nan
8,96.1224,0.689655,-1,nan,nan
8,96.1224,0.689655,0,nan,nan
8,96.1224,0.689655,1,nan,nan
8,96.1224,0.72069,-1,-nan,-nan
8,96.1224,0.72069,0,-nan,-nan
8,96.1224,0.72069,1,-nan,-nan
8,96.1224,0.751724,-1,nan,nan
8,96.1224,0.751724,0,nan,nan
8,96.1224,0.751724,1,nan,nan
8,96.1224,0.782759,-1,-nan,-nan
8,96.1224,0.782759,0,-nan,-nan
8,96.1224,0.782759,1,-nan,-nan
8,96.1224,0.813793,-1,nan,nan
8,96.1224,0.813793,0,nan,nan
8,96.1224,0.813793,1,nan,nan
8,96.1224,0.844828,-1,-nan,-nan
8,96.1224,0.844828,0,-nan,-nan
8,96.1224,0.844828,1,-nan,-nan
8,96.1224,0.875862,-1,nan,nan
8,96.1224,0.875862,0,nan,nan
8,96.1224,0.875862,1,nan,nan
8,96.1224,0.906897,-1,-nan,-nan
8,96.1224,0.906897,0,-nan,-nan
8,96.1224,0.906897,1,-nan,-nan
